symbol,data_values,time
881,417.419994,2013-07-05
882,415.050007,2013-07-08
883,422.349987,2013-07-09
884,420.730003,2013-07-10
885,427.289993,2013-07-11
886,426.51000199999993,2013-07-12
887,427.44001,2013-07-15
888,430.199993,2013-07-16
889,430.310009,2013-07-17
890,431.76000199999993,2013-07-18
891,424.949993,2013-07-19
892,426.30999800000006,2013-07-22
893,418.98999,2013-07-23
894,440.51000199999993,2013-07-24
895,438.499996,2013-07-25
896,440.990013,2013-07-26
897,447.790009,2013-07-29
898,453.320015,2013-07-30
899,452.529984,2013-07-31
900,456.679985,2013-08-01
901,462.53998600000006,2013-08-02
902,469.449997,2013-08-05
903,465.250008,2013-08-06
904,464.979988,2013-08-07
905,461.010017,2013-08-08
906,454.449974,2013-08-09
907,467.360016,2013-08-12
908,489.569977,2013-08-13
909,498.500008,2013-08-14
910,497.909981,2013-08-15
911,502.330002,2013-08-16
912,507.740005,2013-08-19
913,501.07,2013-08-20
914,502.360016,2013-08-21
915,502.959976,2013-08-22
916,501.020012,2013-08-23
917,502.970016,2013-08-26
918,488.589981,2013-08-27
919,490.8999940000001,2013-08-28
920,491.700012,2013-08-29
921,487.220016,2013-08-30
922,488.57999400000006,2013-09-03
923,498.690025,2013-09-04
924,495.2699740000001,2013-09-05
925,498.220001,2013-09-06
926,506.169983,2013-09-09
927,494.6399990000001,2013-09-10
928,467.709984,2013-09-11
929,472.690018,2013-09-12
930,464.899986,2013-09-13
931,450.119995,2013-09-16
932,455.320007,2013-09-17
933,464.680008,2013-09-18
934,472.299995,2013-09-19
935,467.410004,2013-09-20
936,490.64001500000006,2013-09-23
937,489.100006,2013-09-24
938,481.530006,2013-09-25
939,486.219994,2013-09-26
940,482.750008,2013-09-27
941,476.749977,2013-09-30
942,487.960007,2013-10-01
943,489.55999,2013-10-02
944,483.409996,2013-10-03
945,483.030014,2013-10-04
946,487.750015,2013-10-07
947,480.93998,2013-10-08
948,486.589989,2013-10-09
949,489.639992,2013-10-10
950,492.80999800000006,2013-10-11
951,496.039978,2013-10-14
952,498.679985,2013-10-15
953,501.110001,2013-10-16
954,504.499985,2013-10-17
955,508.889992,2013-10-18
956,521.3600230000001,2013-10-21
957,519.870003,2013-10-22
958,524.959999,2013-10-23
959,531.910011,2013-10-24
960,525.960022,2013-10-25
961,529.880005,2013-10-28
962,516.680023,2013-10-29
963,524.900024,2013-10-30
964,522.699974,2013-10-31
965,520.030006,2013-11-01
966,526.75,2013-11-04
967,525.4499969999999,2013-11-05
968,520.920013,2013-11-06
969,512.490021,2013-11-07
970,520.5600049999999,2013-11-08
971,519.050011,2013-11-11
972,520.009979,2013-11-12
973,520.6300200000001,2013-11-13
974,528.160019,2013-11-14
975,524.990013,2013-11-15
976,518.6299740000001,2013-11-18
977,519.549995,2013-11-19
978,514.9999849999999,2013-11-20
979,521.139992,2013-11-21
980,519.799988,2013-11-22
981,523.739998,2013-11-25
982,533.399979,2013-11-26
983,545.959999,2013-11-27
984,556.069977,2013-11-29
985,551.230026,2013-12-02
986,566.319984,2013-12-03
987,565.000008,2013-12-04
988,567.899994,2013-12-05
989,560.019974,2013-12-06
990,566.43,2013-12-09
991,565.54998,2013-12-10
992,561.3599780000001,2013-12-11
993,560.539986,2013-12-12
994,554.429993,2013-12-13
995,557.500023,2013-12-16
996,554.990005,2013-12-17
997,550.769989,2013-12-18
998,544.4599910000001,2013-12-19
999,549.019989,2013-12-20
1000,570.090004,2013-12-23
1001,567.669975,2013-12-24
1002,563.900009,2013-12-26
1003,560.089989,2013-12-27
1004,554.5199809999999,2013-12-30
1005,561.019997,2013-12-31
1006,553.12999,2014-01-02
1007,540.9800190000001,2014-01-03
1008,543.929993,2014-01-06
1009,540.040024,2014-01-07
1010,543.460022,2014-01-08
1011,536.519997,2014-01-09
1012,532.9399950000001,2014-01-10
1013,535.7300190000001,2014-01-13
1014,546.3900219999999,2014-01-14
1015,557.3599929999999,2014-01-15
1016,554.2500150000001,2014-01-16
1017,540.6699980000001,2014-01-17
1018,549.069977,2014-01-21
1019,551.509979,2014-01-22
1020,556.179993,2014-01-23
1021,546.070015,2014-01-24
1022,550.500023,2014-01-27
1023,506.499977,2014-01-28
1024,500.749992,2014-01-29
1025,499.779984,2014-01-30
1026,500.599976,2014-01-31
1027,501.529984,2014-02-03
1028,508.790016,2014-02-04
1029,512.589996,2014-02-05
1030,512.509995,2014-02-06
1031,519.679985,2014-02-07
1032,528.989998,2014-02-10
1033,535.959984,2014-02-11
1034,535.919983,2014-02-12
1035,544.429977,2014-02-13
1036,543.990021,2014-02-14
1037,545.990013,2014-02-18
1038,537.370003,2014-02-19
1039,531.149994,2014-02-20
1040,525.249992,2014-02-21
1041,527.550018,2014-02-24
1042,522.060013,2014-02-25
1043,517.349998,2014-02-26
1044,527.670021,2014-02-27
1045,526.239975,2014-02-28
1046,527.76001,2014-03-03
1047,531.239983,2014-03-04
1048,532.360008,2014-03-05
1049,530.7499849999999,2014-03-06
1050,530.440018,2014-03-07
1051,530.919975,2014-03-10
1052,536.0899730000001,2014-03-11
1053,536.6099849999999,2014-03-12
1054,530.650009,2014-03-13
1055,524.68998,2014-03-14
1056,526.740013,2014-03-17
1057,531.399986,2014-03-18
1058,531.26001,2014-03-19
1059,528.700005,2014-03-20
1060,532.8699799999999,2014-03-21
1061,539.190018,2014-03-24
1062,544.98999,2014-03-25
1063,539.779991,2014-03-26
1064,537.4599910000001,2014-03-27
1065,536.8599780000001,2014-03-28
1066,536.739975,2014-03-31
1067,541.649994,2014-04-01
1068,542.549988,2014-04-02
1069,538.7900089999999,2014-04-03
1070,531.820023,2014-04-04
1071,523.4699780000001,2014-04-07
1072,523.440018,2014-04-08
1073,530.320015,2014-04-09
1074,523.4800190000001,2014-04-10
1075,519.6100230000001,2014-04-11
1076,521.679977,2014-04-14
1077,517.959999,2014-04-15
1078,519.01001,2014-04-16
1079,524.940025,2014-04-17
1080,531.170021,2014-04-21
1081,531.70002,2014-04-22
1082,524.750008,2014-04-23
1083,567.770004,2014-04-24
1084,571.93998,2014-04-25
1085,594.0900190000001,2014-04-28
1086,592.329979,2014-04-29
1087,590.089981,2014-04-30
1088,591.480026,2014-05-01
1089,592.580025,2014-05-02
1090,600.959976,2014-05-05
1091,594.4100269999999,2014-05-06
1092,592.329979,2014-05-07
1093,587.990013,2014-05-08
1094,585.540024,2014-05-09
1095,592.830017,2014-05-12
1096,593.760025,2014-05-13
1097,593.869987,2014-05-14
1098,588.819992,2014-05-15
1099,597.510017,2014-05-16
1100,604.5900190000001,2014-05-19
1101,604.710022,2014-05-20
1102,606.3100049999999,2014-05-21
1103,607.269974,2014-05-22
1104,614.129997,2014-05-23
1105,625.6300200000001,2014-05-27
1106,624.01001,2014-05-28
1107,635.37999,2014-05-29
1108,633.0000150000001,2014-05-30
1109,628.650009,2014-06-02
1110,637.539986,2014-06-03
1111,644.819992,2014-06-04
1112,647.349983,2014-06-05
1113,645.570023,2014-06-06
1114,93.699997,2014-06-09
1115,94.25,2014-06-10
1116,93.860001,2014-06-11
1117,92.290001,2014-06-12
1118,91.279999,2014-06-13
1119,92.199997,2014-06-16
1120,92.080002,2014-06-17
1121,92.18,2014-06-18
1122,91.860001,2014-06-19
1123,90.910004,2014-06-20
1124,90.830002,2014-06-23
1125,90.279999,2014-06-24
1126,90.360001,2014-06-25
1127,90.900002,2014-06-26
1128,91.980003,2014-06-27
1129,92.93,2014-06-30
1130,93.519997,2014-07-01
1131,93.480003,2014-07-02
1132,94.029999,2014-07-03
1133,95.970001,2014-07-07
1134,95.349998,2014-07-08
1135,95.389999,2014-07-09
1136,95.040001,2014-07-10
1137,95.220001,2014-07-11
1138,96.449997,2014-07-14
1139,95.32,2014-07-15
1140,94.779999,2014-07-16
1141,93.089996,2014-07-17
1142,94.43,2014-07-18
1143,93.940002,2014-07-21
1144,94.720001,2014-07-22
1145,97.190002,2014-07-23
1146,97.029999,2014-07-24
1147,97.669998,2014-07-25
1148,99.019997,2014-07-28
1149,98.379997,2014-07-29
1150,98.150002,2014-07-30
1151,95.599998,2014-07-31
1152,96.129997,2014-08-01
1153,95.589996,2014-08-04
1154,95.120003,2014-08-05
1155,94.959999,2014-08-06
1156,94.480003,2014-08-07
1157,94.739998,2014-08-08
1158,95.989998,2014-08-11
1159,95.970001,2014-08-12
1160,97.239998,2014-08-13
1161,97.5,2014-08-14
1162,97.980003,2014-08-15
1163,99.160004,2014-08-18
1164,100.529999,2014-08-19
1165,100.57,2014-08-20
1166,100.580002,2014-08-21
1167,101.32,2014-08-22
1168,101.540001,2014-08-25
1169,100.889999,2014-08-26
1170,102.129997,2014-08-27
1171,102.25,2014-08-28
1172,102.5,2014-08-29
1173,103.300003,2014-09-02
1174,98.940002,2014-09-03
1175,98.120003,2014-09-04
1176,98.970001,2014-09-05
1177,98.360001,2014-09-08
1178,97.989998,2014-09-09
1179,101.0,2014-09-10
1180,101.43,2014-09-11
1181,101.660004,2014-09-12
1182,101.629997,2014-09-15
1183,100.860001,2014-09-16
1184,101.580002,2014-09-17
1185,101.790001,2014-09-18
1186,100.959999,2014-09-19
1187,101.059998,2014-09-22
1188,102.639999,2014-09-23
1189,101.75,2014-09-24
1190,97.870003,2014-09-25
1191,100.75,2014-09-26
1192,100.110001,2014-09-29
1193,100.75,2014-09-30
1194,99.18,2014-10-01
1195,99.900002,2014-10-02
1196,99.620003,2014-10-03
1197,99.620003,2014-10-06
1198,98.75,2014-10-07
1199,100.800003,2014-10-08
1200,101.019997,2014-10-09
1201,100.730003,2014-10-10
1202,99.809998,2014-10-13
1203,98.75,2014-10-14
1204,97.540001,2014-10-15
1205,96.260002,2014-10-16
1206,97.669998,2014-10-17
1207,99.760002,2014-10-20
1208,102.470001,2014-10-21
1209,102.989998,2014-10-22
1210,104.830002,2014-10-23
1211,105.220001,2014-10-24
1212,105.110001,2014-10-27
1213,106.739998,2014-10-28
1214,107.339996,2014-10-29
1215,106.980003,2014-10-30
1216,108.0,2014-10-31
1217,109.400002,2014-11-03
1218,108.599998,2014-11-04
1219,108.860001,2014-11-05
1220,108.699997,2014-11-06
1221,109.010002,2014-11-07
1222,108.830002,2014-11-10
1223,109.699997,2014-11-11
1224,111.25,2014-11-12
1225,112.82,2014-11-13
1226,114.18,2014-11-14
1227,113.989998,2014-11-17
1228,115.470001,2014-11-18
1229,114.669998,2014-11-19
1230,116.309998,2014-11-20
1231,116.470001,2014-11-21
1232,118.629997,2014-11-24
1233,117.599998,2014-11-25
1234,119.0,2014-11-26
1235,118.93,2014-11-28
1236,115.07,2014-12-01
1237,114.629997,2014-12-02
1238,115.93,2014-12-03
1239,115.489998,2014-12-04
1240,115.0,2014-12-05
1241,112.400002,2014-12-08
1242,114.120003,2014-12-09
1243,111.949997,2014-12-10
1244,111.620003,2014-12-11
1245,109.730003,2014-12-12
1246,108.230003,2014-12-15
1247,106.75,2014-12-16
1248,109.410004,2014-12-17
1249,112.650002,2014-12-18
1250,111.779999,2014-12-19
1251,112.940002,2014-12-22
1252,112.540001,2014-12-23
1253,112.010002,2014-12-24
1254,113.989998,2014-12-26
1255,113.910004,2014-12-29
1256,112.519997,2014-12-30
1257,110.379997,2014-12-31
1258,109.330002,2015-01-02
1259,106.25,2015-01-05
1260,106.260002,2015-01-06
1261,107.75,2015-01-07
1262,111.889999,2015-01-08
1263,112.010002,2015-01-09
1264,109.25,2015-01-12
1265,110.220001,2015-01-13
1266,109.800003,2015-01-14
1267,106.82,2015-01-15
1268,105.989998,2015-01-16
1269,108.720001,2015-01-20
1270,109.550003,2015-01-21
1271,112.400002,2015-01-22
1272,112.980003,2015-01-23
1273,113.099998,2015-01-26
1274,109.139999,2015-01-27
1275,115.309998,2015-01-28
1276,118.900002,2015-01-29
1277,117.160004,2015-01-30
1278,118.629997,2015-02-02
1279,118.650002,2015-02-03
1280,119.559998,2015-02-04
1281,119.940002,2015-02-05
1282,118.93,2015-02-06
1283,119.720001,2015-02-09
1284,122.019997,2015-02-10
1285,124.879997,2015-02-11
1286,126.459999,2015-02-12
1287,127.080002,2015-02-13
1288,127.830002,2015-02-17
1289,128.720001,2015-02-18
1290,128.449997,2015-02-19
1291,129.5,2015-02-20
1292,133.0,2015-02-23
1293,132.169998,2015-02-24
1294,128.78999299999998,2015-02-25
1295,130.419998,2015-02-26
1296,128.46000700000002,2015-02-27
1297,129.089996,2015-03-02
1298,129.360001,2015-03-03
1299,128.53999299999998,2015-03-04
1300,126.410004,2015-03-05
1301,126.599998,2015-03-06
1302,127.139999,2015-03-09
1303,124.510002,2015-03-10
1304,122.239998,2015-03-11
1305,124.449997,2015-03-12
1306,123.589996,2015-03-13
1307,124.949997,2015-03-16
1308,127.040001,2015-03-17
1309,128.470001,2015-03-18
1310,127.5,2015-03-19
1311,125.900002,2015-03-20
1312,127.209999,2015-03-23
1313,126.690002,2015-03-24
1314,123.379997,2015-03-25
1315,124.239998,2015-03-26
1316,123.25,2015-03-27
1317,126.370003,2015-03-30
1318,124.43,2015-03-31
1319,124.25,2015-04-01
1320,125.32,2015-04-02
1321,127.349998,2015-04-06
1322,126.010002,2015-04-07
1323,125.599998,2015-04-08
1324,126.559998,2015-04-09
1325,127.099998,2015-04-10
1326,126.849998,2015-04-13
1327,126.300003,2015-04-14
1328,126.779999,2015-04-15
1329,126.169998,2015-04-16
1330,124.75,2015-04-17
1331,127.599998,2015-04-20
1332,126.910004,2015-04-21
1333,128.619995,2015-04-22
1334,129.669998,2015-04-23
1335,130.279999,2015-04-24
1336,132.649994,2015-04-27
1337,130.559998,2015-04-28
1338,128.639999,2015-04-29
1339,125.150002,2015-04-30
1340,128.949997,2015-05-01
1341,128.699997,2015-05-04
1342,125.800003,2015-05-05
1343,125.010002,2015-05-06
1344,125.260002,2015-05-07
1345,127.620003,2015-05-08
1346,126.32,2015-05-11
1347,125.870003,2015-05-12
1348,126.010002,2015-05-13
1349,128.949997,2015-05-14
1350,128.770004,2015-05-15
1351,130.190002,2015-05-18
1352,130.070007,2015-05-19
1353,130.059998,2015-05-20
1354,131.389999,2015-05-21
1355,132.53999299999998,2015-05-22
1356,129.619995,2015-05-26
1357,132.03999299999998,2015-05-27
1358,131.779999,2015-05-28
1359,130.279999,2015-05-29
1360,130.53999299999998,2015-06-01
1361,129.96000700000002,2015-06-02
1362,130.119995,2015-06-03
1363,129.360001,2015-06-04
1364,128.649994,2015-06-05
1365,127.800003,2015-06-08
1366,127.419998,2015-06-09
1367,128.880005,2015-06-10
1368,128.589996,2015-06-11
1369,127.169998,2015-06-12
1370,126.919998,2015-06-15
1371,127.599998,2015-06-16
1372,127.300003,2015-06-17
1373,127.879997,2015-06-18
1374,126.599998,2015-06-19
1375,127.610001,2015-06-22
1376,127.029999,2015-06-23
1377,128.110001,2015-06-24
1378,127.5,2015-06-25
1379,126.75,2015-06-26
1380,124.529999,2015-06-29
1381,125.43,2015-06-30
1382,126.599998,2015-07-01
1383,126.440002,2015-07-02
1384,126.0,2015-07-06
1385,125.690002,2015-07-07
1386,122.57,2015-07-08
1387,120.07,2015-07-09
1388,123.279999,2015-07-10
1389,125.660004,2015-07-13
1390,125.610001,2015-07-14
1391,126.82,2015-07-15
1392,128.509995,2015-07-16
1393,129.619995,2015-07-17
1394,132.070007,2015-07-20
1395,130.75,2015-07-21
1396,125.220001,2015-07-22
1397,125.160004,2015-07-23
1398,124.5,2015-07-24
1399,122.769997,2015-07-27
1400,123.379997,2015-07-28
1401,122.989998,2015-07-29
1402,122.370003,2015-07-30
1403,121.300003,2015-07-31
1404,118.440002,2015-08-03
1405,114.639999,2015-08-04
1406,115.400002,2015-08-05
1407,115.129997,2015-08-06
1408,115.519997,2015-08-07
1409,119.720001,2015-08-10
1410,113.489998,2015-08-11
1411,115.239998,2015-08-12
1412,115.150002,2015-08-13
1413,115.959999,2015-08-14
1414,117.160004,2015-08-17
1415,116.5,2015-08-18
1416,115.010002,2015-08-19
1417,112.650002,2015-08-20
1418,105.760002,2015-08-21
1419,103.120003,2015-08-24
1420,103.739998,2015-08-25
1421,109.690002,2015-08-26
1422,112.919998,2015-08-27
1423,113.290001,2015-08-28
1424,112.760002,2015-08-31
1425,107.720001,2015-09-01
1426,112.339996,2015-09-02
1427,110.370003,2015-09-03
1428,109.269997,2015-09-04
1429,112.309998,2015-09-08
1430,110.150002,2015-09-09
1431,112.57,2015-09-10
1432,114.209999,2015-09-11
1433,115.309998,2015-09-14
1434,116.279999,2015-09-15
1435,116.410004,2015-09-16
1436,113.919998,2015-09-17
1437,113.449997,2015-09-18
1438,115.209999,2015-09-21
1439,113.400002,2015-09-22
1440,114.32,2015-09-23
1441,115.0,2015-09-24
1442,114.709999,2015-09-25
1443,112.440002,2015-09-28
1444,109.059998,2015-09-29
1445,110.300003,2015-09-30
1446,109.580002,2015-10-01
1447,110.379997,2015-10-02
1448,110.779999,2015-10-05
1449,111.309998,2015-10-06
1450,110.779999,2015-10-07
1451,109.5,2015-10-08
1452,112.120003,2015-10-09
1453,111.599998,2015-10-12
1454,111.790001,2015-10-13
1455,110.209999,2015-10-14
1456,111.860001,2015-10-15
1457,111.040001,2015-10-16
1458,111.730003,2015-10-19
1459,113.769997,2015-10-20
1460,113.760002,2015-10-21
1461,115.5,2015-10-22
1462,119.080002,2015-10-23
1463,115.279999,2015-10-26
1464,114.550003,2015-10-27
1465,119.269997,2015-10-28
1466,120.529999,2015-10-29
1467,119.5,2015-10-30
1468,121.18,2015-11-02
1469,122.57,2015-11-03
1470,122.0,2015-11-04
1471,120.919998,2015-11-05
1472,121.059998,2015-11-06
1473,120.57,2015-11-09
1474,116.769997,2015-11-10
1475,116.110001,2015-11-11
1476,115.720001,2015-11-12
1477,112.339996,2015-11-13
1478,114.18,2015-11-16
1479,113.690002,2015-11-17
1480,117.290001,2015-11-18
1481,118.779999,2015-11-19
1482,119.300003,2015-11-20
1483,117.75,2015-11-23
1484,118.879997,2015-11-24
1485,118.029999,2015-11-25
1486,117.809998,2015-11-27
1487,118.300003,2015-11-30
1488,117.339996,2015-12-01
1489,116.279999,2015-12-02
1490,115.199997,2015-12-03
1491,119.029999,2015-12-04
1492,118.279999,2015-12-07
1493,118.230003,2015-12-08
1494,115.620003,2015-12-09
1495,116.169998,2015-12-10
1496,113.18,2015-12-11
1497,112.480003,2015-12-14
1498,110.489998,2015-12-15
1499,111.339996,2015-12-16
1500,108.980003,2015-12-17
1501,106.029999,2015-12-18
1502,107.330002,2015-12-21
1503,107.230003,2015-12-22
1504,108.610001,2015-12-23
1505,108.029999,2015-12-24
1506,106.82,2015-12-28
1507,108.739998,2015-12-29
1508,107.32,2015-12-30
1509,105.260002,2015-12-31
1510,105.349998,2016-01-04
1511,102.709999,2016-01-05
1512,100.699997,2016-01-06
1513,96.449997,2016-01-07
1514,96.959999,2016-01-08
1515,98.529999,2016-01-11
1516,99.959999,2016-01-12
1517,97.389999,2016-01-13
1518,99.519997,2016-01-14
1519,97.129997,2016-01-15
1520,96.660004,2016-01-19
1521,96.790001,2016-01-20
1522,96.300003,2016-01-21
1523,101.419998,2016-01-22
1524,99.440002,2016-01-25
1525,99.989998,2016-01-26
1526,93.419998,2016-01-27
1527,94.089996,2016-01-28
1528,97.339996,2016-01-29
1529,96.43,2016-02-01
1530,94.480003,2016-02-02
1531,96.349998,2016-02-03
1532,96.599998,2016-02-04
1533,94.019997,2016-02-05
1534,95.010002,2016-02-08
1535,94.989998,2016-02-09
1536,94.269997,2016-02-10
1537,93.699997,2016-02-11
1538,93.989998,2016-02-12
1539,96.639999,2016-02-16
1540,98.120003,2016-02-17
1541,96.260002,2016-02-18
1542,96.040001,2016-02-19
1543,96.879997,2016-02-22
1544,94.690002,2016-02-23
1545,96.099998,2016-02-24
1546,96.760002,2016-02-25
1547,96.910004,2016-02-26
1548,96.690002,2016-02-29
1549,100.529999,2016-03-01
1550,100.75,2016-03-02
1551,101.5,2016-03-03
1552,103.010002,2016-03-04
1553,101.870003,2016-03-07
1554,101.029999,2016-03-08
1555,101.120003,2016-03-09
1556,101.169998,2016-03-10
1557,102.260002,2016-03-11
1558,102.519997,2016-03-14
1559,104.580002,2016-03-15
1560,105.970001,2016-03-16
1561,105.800003,2016-03-17
1562,105.919998,2016-03-18
1563,105.910004,2016-03-21
1564,106.720001,2016-03-22
1565,106.129997,2016-03-23
1566,105.669998,2016-03-24
1567,105.190002,2016-03-28
1568,107.68,2016-03-29
1569,109.559998,2016-03-30
1570,108.989998,2016-03-31
1571,109.989998,2016-04-01
1572,111.120003,2016-04-04
1573,109.809998,2016-04-05
1574,110.959999,2016-04-06
1575,108.540001,2016-04-07
1576,108.660004,2016-04-08
1577,109.019997,2016-04-11
1578,110.440002,2016-04-12
1579,112.040001,2016-04-13
1580,112.099998,2016-04-14
1581,109.849998,2016-04-15
1582,107.480003,2016-04-18
1583,106.910004,2016-04-19
1584,107.129997,2016-04-20
1585,105.970001,2016-04-21
1586,105.68,2016-04-22
1587,105.080002,2016-04-25
1588,104.349998,2016-04-26
1589,97.82,2016-04-27
1590,94.830002,2016-04-28
1591,93.739998,2016-04-29
1592,93.639999,2016-05-02
1593,95.18,2016-05-03
1594,94.190002,2016-05-04
1595,93.239998,2016-05-05
1596,92.720001,2016-05-06
1597,92.790001,2016-05-09
1598,93.419998,2016-05-10
1599,92.510002,2016-05-11
1600,90.339996,2016-05-12
1601,90.519997,2016-05-13
1602,93.879997,2016-05-16
1603,93.489998,2016-05-17
1604,94.559998,2016-05-18
1605,94.199997,2016-05-19
1606,95.220001,2016-05-20
1607,96.43,2016-05-23
1608,97.900002,2016-05-24
1609,99.620003,2016-05-25
1610,100.410004,2016-05-26
1611,100.349998,2016-05-27
1612,99.860001,2016-05-31
1613,98.459999,2016-06-01
1614,97.720001,2016-06-02
1615,97.919998,2016-06-03
1616,98.629997,2016-06-06
1617,99.029999,2016-06-07
1618,98.940002,2016-06-08
1619,99.650002,2016-06-09
1620,98.830002,2016-06-10
1621,97.339996,2016-06-13
1622,97.459999,2016-06-14
1623,97.139999,2016-06-15
1624,97.550003,2016-06-16
1625,95.330002,2016-06-17
1626,95.099998,2016-06-20
1627,95.910004,2016-06-21
1628,95.550003,2016-06-22
1629,96.099998,2016-06-23
1630,93.400002,2016-06-24
1631,92.040001,2016-06-27
1632,93.589996,2016-06-28
1633,94.400002,2016-06-29
1634,95.599998,2016-06-30
1635,95.889999,2016-07-01
1636,94.989998,2016-07-05
1637,95.529999,2016-07-06
1638,95.940002,2016-07-07
1639,96.68,2016-07-08
1640,96.980003,2016-07-11
1641,97.419998,2016-07-12
1642,96.870003,2016-07-13
1643,98.790001,2016-07-14
1644,98.779999,2016-07-15
1645,99.830002,2016-07-18
1646,99.870003,2016-07-19
1647,99.959999,2016-07-20
1648,99.43,2016-07-21
1649,98.660004,2016-07-22
1650,97.339996,2016-07-25
1651,96.669998,2016-07-26
1652,102.949997,2016-07-27
1653,104.339996,2016-07-28
1654,104.209999,2016-07-29
1655,106.050003,2016-08-01
1656,104.480003,2016-08-02
1657,105.790001,2016-08-03
1658,105.870003,2016-08-04
1659,107.480003,2016-08-05
1660,108.370003,2016-08-08
1661,108.809998,2016-08-09
1662,108.0,2016-08-10
1663,107.93,2016-08-11
1664,108.18,2016-08-12
1665,109.480003,2016-08-15
1666,109.379997,2016-08-16
1667,109.220001,2016-08-17
1668,109.080002,2016-08-18
1669,109.360001,2016-08-19
1670,108.510002,2016-08-22
1671,108.849998,2016-08-23
1672,108.029999,2016-08-24
1673,107.57,2016-08-25
1674,106.940002,2016-08-26
1675,106.82,2016-08-29
1676,106.0,2016-08-30
1677,106.099998,2016-08-31
1678,106.730003,2016-09-01
1679,107.730003,2016-09-02
1680,107.699997,2016-09-06
1681,108.360001,2016-09-07
1682,105.519997,2016-09-08
1683,103.129997,2016-09-09
1684,105.440002,2016-09-12
1685,107.949997,2016-09-13
1686,111.769997,2016-09-14
1687,115.57,2016-09-15
1688,114.919998,2016-09-16
1689,113.580002,2016-09-19
1690,113.57,2016-09-20
1691,113.550003,2016-09-21
1692,114.620003,2016-09-22
1693,112.709999,2016-09-23
1694,112.879997,2016-09-26
1695,113.089996,2016-09-27
1696,113.949997,2016-09-28
1697,112.18,2016-09-29
1698,113.050003,2016-09-30
1699,112.519997,2016-10-03
1700,113.0,2016-10-04
1701,113.050003,2016-10-05
1702,113.889999,2016-10-06
1703,114.059998,2016-10-07
1704,116.050003,2016-10-10
1705,116.300003,2016-10-11
1706,117.339996,2016-10-12
1707,116.980003,2016-10-13
1708,117.629997,2016-10-14
1709,117.550003,2016-10-17
1710,117.470001,2016-10-18
1711,117.120003,2016-10-19
1712,117.059998,2016-10-20
1713,116.599998,2016-10-21
1714,117.650002,2016-10-24
1715,118.25,2016-10-25
1716,115.589996,2016-10-26
1717,114.480003,2016-10-27
1718,113.720001,2016-10-28
1719,113.540001,2016-10-31
1720,111.489998,2016-11-01
1721,111.589996,2016-11-02
1722,109.830002,2016-11-03
1723,108.839996,2016-11-04
1724,110.410004,2016-11-07
1725,111.059998,2016-11-08
1726,110.879997,2016-11-09
1727,107.790001,2016-11-10
1728,108.43,2016-11-11
1729,105.709999,2016-11-14
1730,107.110001,2016-11-15
1731,109.989998,2016-11-16
1732,109.949997,2016-11-17
1733,110.059998,2016-11-18
1734,111.730003,2016-11-21
1735,111.800003,2016-11-22
1736,111.230003,2016-11-23
1737,111.790001,2016-11-25
1738,111.57,2016-11-28
1739,111.459999,2016-11-29
1740,110.519997,2016-11-30
1741,109.489998,2016-12-01
1742,109.900002,2016-12-02
1743,109.110001,2016-12-05
1744,109.949997,2016-12-06
1745,111.029999,2016-12-07
1746,112.120003,2016-12-08
1747,113.949997,2016-12-09
1748,113.300003,2016-12-12
1749,115.190002,2016-12-13
1750,115.190002,2016-12-14
1751,115.82,2016-12-15
1752,115.970001,2016-12-16
1753,116.639999,2016-12-19
1754,116.949997,2016-12-20
1755,117.059998,2016-12-21
1756,116.290001,2016-12-22
1757,116.519997,2016-12-23
1758,117.260002,2016-12-27
1759,116.760002,2016-12-28
1760,116.730003,2016-12-29
1761,115.82,2016-12-30
